Date12[DDMMYYYYhhmm],Simulation_Period,Run,IDpoint,Tair[C],snow_depth[mm],snow_water_equivalent[mm],SWin[W/m2],Psnow_over_canopy[mm],Prain_over_canopy[mm]
07/01/2017 10:00,3,1,1,-27.624910,31.147717,4.972519,21.668951,0.000055,0.000000
07/01/2017 11:00,3,1,1,-27.848790,31.012722,4.952488,32.292232,0.000450,0.000000
07/01/2017 12:00,3,1,1,-28.060810,30.877829,4.932415,38.198121,0.000095,0.000000
07/01/2017 13:00,3,1,1,-28.169170,30.744324,4.912530,38.737020,0.000035,0.000000
07/01/2017 14:00,3,1,1,-28.680330,30.613987,4.893116,33.875148,0.000000,0.000000
07/01/2017 15:00,3,1,1,-28.591580,30.490859,4.874822,24.082240,0.000000,0.000000
07/01/2017 16:00,3,1,1,-28.505310,30.374435,4.857575,10.736965,0.000000,0.000000
07/01/2017 17:00,3,1,1,-29.321670,30.267501,4.841808,1.079108,0.000000,0.000000
07/01/2017 18:00,3,1,1,-29.186100,30.163752,4.826504,0.000000,0.000395,0.000000
07/01/2017 19:00,3,1,1,-29.176680,30.063541,4.811715,0.000000,0.000750,0.000000
07/01/2017 20:00,3,1,1,-29.288250,29.962208,4.796737,0.000000,0.000750,0.000000
07/01/2017 21:00,3,1,1,-29.388320,29.866050,4.782534,0.000000,0.001055,0.000000
07/01/2017 22:00,3,1,1,-30.772290,29.774202,4.768994,0.000000,0.000770,0.000000
07/01/2017 23:00,3,1,1,-31.123730,29.684663,4.755786,0.000000,0.000735,0.000000
08/01/2017 00:00,3,1,1,-31.688540,29.603499,4.743805,0.000000,0.001090,0.000000
08/01/2017 01:00,3,1,1,-31.682830,29.523311,4.731932,0.000000,0.001110,0.000000
08/01/2017 02:00,3,1,1,-31.693190,29.448241,4.720764,0.000000,0.001395,0.000000
08/01/2017 03:00,3,1,1,-31.297650,29.373050,4.709543,0.000000,0.001430,0.000000
08/01/2017 04:00,3,1,1,-31.513170,29.300675,4.698738,0.000000,0.001485,0.000000
08/01/2017 05:00,3,1,1,-31.566800,29.225079,4.687581,0.000000,0.000735,0.000000
08/01/2017 06:00,3,1,1,-31.659670,29.145097,4.675875,0.000000,0.000055,0.000000
08/01/2017 07:00,3,1,1,-31.733090,29.066618,4.664405,0.000000,0.000005,0.000000
08/01/2017 08:00,3,1,1,-31.199400,28.991116,4.653314,0.573854,0.000355,0.000000
08/01/2017 09:00,3,1,1,-31.013210,28.915542,4.642194,8.165063,0.000355,0.000000
08/01/2017 10:00,3,1,1,-30.341280,28.844376,4.631421,21.888596,0.001840,0.000000
08/01/2017 11:00,3,1,1,-29.738490,28.792333,4.622932,32.557624,0.005520,0.000000
08/01/2017 12:00,3,1,1,-29.381240,28.759744,4.616824,38.492221,0.009360,0.000000
08/01/2017 13:00,3,1,1,-28.761490,28.720532,4.609938,39.034190,0.009355,0.000000
08/01/2017 14:00,3,1,1,-28.257520,28.675133,4.602458,34.153278,0.009285,0.000000
08/01/2017 15:00,3,1,1,-27.861150,28.643366,4.597058,24.370553,0.012175,0.000000
08/01/2017 16:00,3,1,1,-27.636670,28.671965,4.600380,11.017390,0.021110,0.000000
08/01/2017 17:00,3,1,1,-26.843870,28.801446,4.618571,1.145815,0.037165,0.000000
08/01/2017 18:00,3,1,1,-26.562290,29.046057,4.653366,0.000000,0.054430,0.000000
08/01/2017 19:00,3,1,1,-26.191220,29.365965,4.698216,0.000000,0.064410,0.000000
08/01/2017 20:00,3,1,1,-25.463680,29.736616,4.747719,0.000000,0.068790,0.000000
08/01/2017 21:00,3,1,1,-25.461610,30.062883,4.789836,0.000000,0.061390,0.000000
08/01/2017 22:00,3,1,1,-24.807170,30.349186,4.823610,0.000000,0.051825,0.000000
08/01/2017 23:00,3,1,1,-24.617030,30.604466,4.852107,0.000000,0.045965,0.000000
09/01/2017 00:00,3,1,1,-23.932650,30.872991,4.881138,0.000000,0.045720,0.000000
09/01/2017 01:00,3,1,1,-23.453770,31.094353,4.903343,0.000000,0.037570,0.000000
09/01/2017 02:00,3,1,1,-22.803300,31.271714,4.919419,0.000000,0.029310,0.000000
09/01/2017 03:00,3,1,1,-22.848040,31.451049,4.935557,0.000000,0.029750,0.000000
09/01/2017 04:00,3,1,1,-22.701400,31.605366,4.950327,0.000000,0.029865,0.000000
09/01/2017 05:00,3,1,1,-23.332980,31.681642,4.956793,0.000000,0.022900,0.000000
09/01/2017 06:00,3,1,1,-23.771180,31.697251,4.956525,0.000000,0.017215,0.000000
09/01/2017 07:00,3,1,1,-23.926470,31.709911,4.956549,0.000000,0.018860,0.000000
09/01/2017 08:00,3,1,1,-23.316570,31.726642,4.957690,0.575440,0.020540,0.000000
09/01/2017 09:00,3,1,1,-23.136930,31.740767,4.958203,8.161719,0.019645,0.000000
09/01/2017 10:00,3,1,1,-24.448380,31.756349,4.958389,21.859431,0.020640,0.000000
09/01/2017 11:00,3,1,1,-24.651660,31.805760,4.962333,32.533721,0.024400,0.000000
09/01/2017 12:00,3,1,1,-25.175400,31.903760,4.971560,38.521852,0.029175,0.000000
09/01/2017 13:00,3,1,1,-25.799090,32.015404,4.982957,39.163005,0.031775,0.000000
09/01/2017 14:00,3,1,1,-27.269090,32.193866,5.004098,34.417879,0.041485,0.000000
09/01/2017 15:00,3,1,1,-27.625000,32.401230,5.030309,24.686746,0.046155,0.000000
09/01/2017 16:00,3,1,1,-28.021790,32.626459,5.058721,11.329079,0.047465,0.000000
09/01/2017 17:00,3,1,1,-29.154450,32.862683,5.088551,1.234400,0.047920,0.000000
09/01/2017 18:00,3,1,1,-29.527770,33.069942,5.114715,0.000000,0.043700,0.000000
09/01/2017 19:00,3,1,1,-29.935580,33.181524,5.128475,0.000000,0.030500,0.000000
09/01/2017 20:00,3,1,1,-30.682250,33.238800,5.134750,0.000000,0.022175,0.000000
09/01/2017 21:00,3,1,1,-30.931180,33.276272,5.138369,0.000000,0.018600,0.000000
09/01/2017 22:00,3,1,1,-32.430080,33.326270,5.142447,0.000000,0.017025,0.000000
09/01/2017 23:00,3,1,1,-32.954470,33.372192,5.146258,0.000000,0.016020,0.000000
10/01/2017 00:00,3,1,1,-33.561050,33.413284,5.149660,0.000000,0.014340,0.000000
10/01/2017 01:00,3,1,1,-33.895050,33.437473,5.151286,0.000000,0.012520,0.000000
10/01/2017 02:00,3,1,1,-34.871090,33.450277,5.151299,0.000000,0.009820,0.000000
10/01/2017 03:00,3,1,1,-34.835270,33.459000,5.150194,0.000000,0.007750,0.000000
10/01/2017 04:00,3,1,1,-34.933440,33.465501,5.148524,0.000000,0.006360,0.000000
